"Volcano Number","Volcano Name","Country","Volcanic Region Group","Volcanic Region","Volcano Landform","Primary Volcano Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (m)","Dominant Rock Type","Tectonic Setting"
"290800","Urbich Caldera","Japan - administered by Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Caldera","Caldera(s)",NA,NA,"44.6252","147.20050000000001","716",NA,"Subduction zone / Continental crust (>25 km)"
"290802","Tsirk","Japan - administered by Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Caldera","Caldera",NA,NA,"45.4","148.58000000000001","853",NA,"Unknown"
"290804","Antipin","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"46.15","150.22999999999999","1120",NA,"Unknown"
"290805","Gora Desantnaya","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"46.192","150.369","847",NA,"Unknown"
"290806","Brontona Island","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Unknown","Unknown",NA,NA,"46.720999999999997","150.733","0",NA,"Subduction zone / Intermediate crust (15-25 km)"
"290807","Ikanmikot","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"46.963999999999999","152.07","614",NA,"Unknown"
"290808","Kuntomintar","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"48.75","154.02000000000001","828",NA,"Subduction zone / Intermediate crust (15-25 km)"
"290809","Shestakov","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"49.482399999999998","154.75890000000001","678",NA,"Unknown"
"290810","Avos' Rocks","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Unknown","Unknown",NA,NA,"49.72","154.12","35",NA,"Unknown"
"290811","Makanru Island","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"49.784999999999997","154.429","1136",NA,"Unknown"
"300001","Mashkovtsev","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"51.1","156.72","503","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300041","Kell","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"51.65","157.35","900","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300042","Belenkaya","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"51.75","157.27000000000001","892","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300054","Piratkovsky","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"52.113","157.84899999999999","1322","No Data (checked)","Subduction zone / Continental crust (>25 km)"
"300055","Ostanets","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield(s)",NA,NA,"52.146000000000001","157.322","719","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300056","Otdelniy","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Pyroclastic cone(s)",NA,NA,"52.220999999999997","157.435","814","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300057","Golaya","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"52.262999999999998","157.78700000000001","858","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300087","Karymshina","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Caldera","Caldera",NA,NA,"52.8","158","1200","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300201","Schmidt","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"54.92","160.63","2020","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300290","Maly Payalpan","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"55.82","157.97999999999999","1802","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"300300","Bolshoi Payalpan","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"55.88","157.78","1906","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"300310","Plosky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.186500000000002","158.47839999999999","1200","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300320","Akhtang","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.43","158.65","1956","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300330","Kozyrevsky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.637","158.36799999999999","2004","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300340","Romanovka","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"55.65","158.80000000000001","1442","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300350","Uksichan","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.08","158.38","1692","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300370","Kulkev","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.37","158.37","915","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300380","Geodesistov","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.33","158.66999999999999","1170","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300390","Anaun","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"56.32","158.83000000000001","1828","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300400","Krainy","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.37","159.03","1554","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300410","Kekurny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"56.4","158.85","1377","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300420","Eggella","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.57","158.52000000000001","1046","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300440","Verkhovoy","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.52","159.53","1400","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300460","Cherny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"56.82","159.66999999999999","1778","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300470","Pogranychny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"56.85","159.80000000000001","1427","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300480","Zaozerny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"56.88","159.94999999999999","1349","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300490","Bliznets","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"56.97","159.78","1244","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300500","Kebeney","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.1","159.93","1527","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300510","Fedotych","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.13","160.4","965","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300530","Leutongey","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.305999999999997","159.827","1318","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300540","Tuzovsky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"57.32","159.96700000000001","1516","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300570","Mezhdusopochny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.47","160.25","1641","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300580","Shishel","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.45","160.37","2525","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300600","Alngey","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"57.701999999999998","160.41800000000001","1822","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300610","Uka","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.706000000000003","160.59","1607","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300620","Kaileney","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.8","160.66999999999999","1582","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300630","Plosky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.83","160.25","1255","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300640","Bely","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"57.88","160.53","2080","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300660","Snezhniy","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"58.02","160.80000000000001","2169","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300670","Iktunup","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"58.08","160.77000000000001","2300","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300690","Snegovoy","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"58.2","160.97","2169","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300710","Iettunup","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"58.4","161.08000000000001","1340","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300720","Voyampolsky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"58.374000000000002","160.631","1103","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"300800","Vysokii","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"51.116","156.892","708",NA,"Subduction zone / Continental crust (>25 km)"
"300801","Tumanniy","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"51.191000000000003","156.93899999999999","681",NA,"Subduction zone / Continental crust (>25 km)"
"300802","Ded i Baba","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"51.3","156.58000000000001","1032",NA,"Subduction zone / Continental crust (>25 km)"
"300803","Tretya Rechka","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"51.4","156.57","754",NA,"Subduction zone / Continental crust (>25 km)"
"300808","Kuzheten","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"51.82","157.22","925",NA,"Subduction zone / Continental crust (>25 km)"
"300809","Vostochnaya Khodutka","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield(s)",NA,NA,"51.93","157.72999999999999","0",NA,"Subduction zone / Continental crust (>25 km)"
"300810","Zheltiy","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"51.93","157.6","792",NA,"Subduction zone / Continental crust (>25 km)"
"300811","Kuzanek","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"51.93","157.18","968",NA,"Subduction zone / Continental crust (>25 km)"
"300813","Igolki","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield(s)",NA,NA,"52.02","156.88","707",NA,"Subduction zone / Continental crust (>25 km)"
"300814","Skalistiy","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"52.02","157.18","1005",NA,"Subduction zone / Continental crust (>25 km)"
"300815","Perevalny","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"52.13","157.78","0",NA,"Subduction zone / Continental crust (>25 km)"
"300816","Krugliy","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"52.16","157.63999999999999","1052",NA,"Subduction zone / Continental crust (>25 km)"
"300817","Savan","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"52.21","157.28","901",NA,"Subduction zone / Continental crust (>25 km)"
"300818","Malaya Ipelka","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Complex",NA,NA,"52.28","156.72999999999999","0",NA,"Subduction zone / Continental crust (>25 km)"
"300819","Kamen","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"52.286999999999999","157.655","850",NA,"Subduction zone / Continental crust (>25 km)"
"300820","Ploskiy","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano",NA,NA,"52.37","157.62","877",NA,"Subduction zone / Continental crust (>25 km)"
"300821","Udochka","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"52.5","157.19999999999999","891",NA,"Subduction zone / Continental crust (>25 km)"
"300822","Bolshaya Ipelka","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Shield","Shield",NA,NA,"52.63","156.97","1194",NA,"Subduction zone / Continental crust (>25 km)"
"300823","Tolmachev","Russia","Northwestern Pacific Volcanic Regions","Kuril Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"52.55","157.72999999999999","1118",NA,"Subduction zone / Continental crust (>25 km)"
"300830","Aak","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"53.38","158.66999999999999","2319",NA,"Subduction zone / Continental crust (>25 km)"
"300831","Kupol","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"53.5","158.65","0",NA,"Subduction zone / Continental crust (>25 km)"
"300832","Kitkhoysky","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"53.584000000000003","158.56","1350",NA,"Subduction zone / Continental crust (>25 km)"
"300833","Vershinsky","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"53.6","158.69999999999999","1812",NA,"Subduction zone / Continental crust (>25 km)"
"300834","Skalistiy","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Unknown","Unknown",NA,NA,"53.626600000000003","159.2912","0",NA,"Subduction zone / Continental crust (>25 km)"
"300840","Zhupanovskiye Vostriyaky","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"53.8","159.28","1684",NA,"Subduction zone / Continental crust (>25 km)"
"300841","Ditmara","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"53.87","159.53","1389",NA,"Subduction zone / Continental crust (>25 km)"
"300842","Krainy","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"53.95","159.33000000000001","1199",NA,"Subduction zone / Continental crust (>25 km)"
"300843","Razlaty","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"54.02","159.38","0",NA,"Subduction zone / Continental crust (>25 km)"
"300846","Unana","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"54.63","159.72","2131",NA,"Subduction zone / Continental crust (>25 km)"
"300847","Adamozhets","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Minor","Cone",NA,NA,"54.688000000000002","159.483","1502",NA,"Subduction zone / Continental crust (>25 km)"
"300848","Bogachensky","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.13","160.9","0",NA,"Subduction zone / Continental crust (>25 km)"
"300849","Piip","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.319000000000003","160.667","2059",NA,"Subduction zone / Continental crust (>25 km)"
"300850","Konechnaya","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.23","160.97","0",NA,"Subduction zone / Continental crust (>25 km)"
"300851","Konradi","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"55.08","160.53","1912",NA,"Subduction zone / Continental crust (>25 km)"
"300852","Sokol","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"55.2","160.52000000000001","1711",NA,"Subduction zone / Continental crust (>25 km)"
"300853","Tumrok","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.37","160.87","2197",NA,"Subduction zone / Continental crust (>25 km)"
"300856","Iult","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"55.23","160.58699999999999","1857",NA,"Subduction zone / Continental crust (>25 km)"
"300859","Zarechny","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Caldera","Caldera(s)",NA,NA,"56.38","160.83000000000001","760",NA,"Subduction zone / Continental crust (>25 km)"
"300860","Kharchinsky","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"56.424999999999997","160.82499999999999","1410",NA,"Unknown"
"300861","Eastern Kamchatka Arc at 56.5°N","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Cluster","Pyroclastic cone(s)",NA,NA,"56.53","160.87","200",NA,"Subduction zone / Continental crust (>25 km)"
"300863","Lyzyk","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Minor","Unknown",NA,NA,"57.23","161.52000000000001","0",NA,"Subduction zone / Continental crust (>25 km)"
"300864","Uchkoren","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Unknown",NA,NA,"57.27","161.35","0",NA,"Subduction zone / Continental crust (>25 km)"
"300867","Lauchachan","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.35","157.1","1018",NA,"Subduction zone / Continental crust (>25 km)"
"300868","Prodolny","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"55.45","157.25","1505",NA,"Subduction zone / Continental crust (>25 km)"
"300869","Kobalan","Russia","Northwestern Pacific Volcanic Regions","Eastern Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"55.43","157.37","1174",NA,"Subduction zone / Continental crust (>25 km)"
"300870","Tynua","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"55.85","157.87","1727",NA,"Subduction zone / Continental crust (>25 km)"
"300871","Etopan","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.97","157.63","1264",NA,"Subduction zone / Continental crust (>25 km)"
"300872","Kimitina","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"55.25","158.18","1438",NA,"Subduction zone / Continental crust (>25 km)"
"300873","Central Kamchatka Arc at 55.5°N","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.52","158.43","2140",NA,"Subduction zone / Continental crust (>25 km)"
"300874","Ochchamo","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.62","158.15","2136",NA,"Subduction zone / Continental crust (>25 km)"
"300875","Bolshoy Kozyrevsky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.6","158.52000000000001","1672",NA,"Subduction zone / Continental crust (>25 km)"
"300876","Bolshaya Romanovka","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.73","158.77000000000001","1821",NA,"Subduction zone / Continental crust (>25 km)"
"300877","Central Kamchatka Arc at 55.9°N","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"55.88","158.83000000000001","1821",NA,"Subduction zone / Continental crust (>25 km)"
"300878","Bongabti","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"55.83","158.32","1790",NA,"Subduction zone / Continental crust (>25 km)"
"300879","Nosichan","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.08","157.75","1105",NA,"Subduction zone / Continental crust (>25 km)"
"300880","Buduli","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.4","158.69999999999999","1477",NA,"Subduction zone / Continental crust (>25 km)"
"300881","Kopkan","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"56.48","158.83000000000001","1120",NA,"Subduction zone / Continental crust (>25 km)"
"300882","Yanpat","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"56.53","158.80000000000001","1205",NA,"Subduction zone / Continental crust (>25 km)"
"300883","Chavycha","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield(s)",NA,NA,"56.55","158.65","1190",NA,"Subduction zone / Continental crust (>25 km)"
"300884","Malaya Ketepana","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.68","158.47","1230",NA,"Unknown"
"300885","Bolshoy Ketepana","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.05","158.37","1521",NA,"Subduction zone / Continental crust (>25 km)"
"300886","Central Kamchatka Arc at 57.0°N","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.97","158.75","0",NA,"Subduction zone / Continental crust (>25 km)"
"300887","Ovalny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.98","158.97999999999999","732",NA,"Unknown"
"300888","Tigilsky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.811999999999998","159.11099999999999","1362",NA,"Subduction zone / Continental crust (>25 km)"
"300889","Perevalovyi","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.57","159.35","1328",NA,"Subduction zone / Continental crust (>25 km)"
"300890","Maly Alney","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"56.47","159.77000000000001","1858",NA,"Subduction zone / Continental crust (>25 km)"
"300891","Maly Chekchebonay","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.8","159.44999999999999","1247",NA,"Subduction zone / Continental crust (>25 km)"
"300892","Bolshoy Chekchebonay","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.92","159.41999999999999","1391",NA,"Subduction zone / Continental crust (>25 km)"
"300893","Kireunsky","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.78","159.75","1925",NA,"Subduction zone / Continental crust (>25 km)"
"300894","Dvukhyurtochny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"56.82","159.88","1631",NA,"Subduction zone / Continental crust (>25 km)"
"300895","Central Kamchatka Arc at 56.9°N","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Minor","Lava dome(s)",NA,NA,"56.93","159.94999999999999","0",NA,"Subduction zone / Continental crust (>25 km)"
"300896","Kalgauch","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"56.93","159.72999999999999","1206",NA,"Subduction zone / Continental crust (>25 km)"
"300897","Kunkhilok","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"57.320999999999998","160.47999999999999","1151",NA,"Subduction zone / Continental crust (>25 km)"
"300898","Shlen","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.48","159.57","1001",NA,"Subduction zone / Continental crust (>25 km)"
"300899","Pirozhnikova","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"57.53","160.339","1646",NA,"Subduction zone / Continental crust (>25 km)"
"300900","Kamenisty","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Stratovolcano",NA,NA,"57.65","160.43","1762",NA,"Subduction zone / Continental crust (>25 km)"
"300901","Tekletunup","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.75","160.22999999999999","1395",NA,"Subduction zone / Continental crust (>25 km)"
